"Action","Source address","Destination address","Port","Protocol"
"0","203.222.201.189","172.160.2.159","80","6"
"1","192.168.1.195","192.168.1.240","110","17"
"0","172.160.2.209","203.222.201.84","25","6"
"0","172.160.2.155","203.222.201.209","22","6"
"0","192.168.1.53","172.160.2.252","53","17"
"1","172.160.2.238","192.168.1.131","23","6"
"1","192.168.1.124","192.168.1.118","53","17"
"1","172.160.2.19","172.160.2.208","21","6"
"1","172.160.2.103","172.160.2.238","80","6"
"1","203.222.201.72","203.222.201.86","25","6"
"0","192.168.1.47","203.222.201.65","23","6"
"1","172.160.2.51","172.160.2.79","25","6"
"0","172.160.2.58","203.222.201.208","25","6"
"0","172.160.2.223","203.222.201.49","21","6"
"0","203.222.201.63","192.168.1.193","23","6"
"0","172.160.2.134","203.222.201.139","53","17"
"0","172.160.2.146","203.222.201.98","21","6"
"0","203.222.201.227","172.160.2.226","23","6"
"0","192.168.1.14","172.160.2.104","22","6"
"1","192.168.1.106","192.168.1.225","80","6"
"1","192.168.1.217","192.168.1.87","110","17"
"0","172.160.2.152","203.222.201.49","23","6"
"1","192.168.1.93","192.168.1.178","25","6"
"0","172.160.2.19","192.168.1.174","22","6"
"0","192.168.1.27","172.160.2.224","53","17"
"1","192.168.1.49","192.168.1.132","25","6"
"0","172.160.2.72","192.168.1.179","21","6"
"0","203.222.201.38","192.168.1.98","110","17"
"0","172.160.2.25","203.222.201.105","21","6"
"0","172.160.2.174","203.222.201.212","53","17"
"1","172.160.2.68","172.160.2.92","21","6"
"1","203.222.201.175","203.222.201.102","110","17"
"0","172.160.2.64","192.168.1.208","22","6"
"0","203.222.201.119","172.160.2.193","22","6"
"0","203.222.201.95","172.160.2.238","23","6"
"1","172.160.2.3","172.160.2.123","80","6"
"0","203.222.201.243","172.160.2.63","21","6"
"0","192.168.1.228","172.160.2.231","53","17"
"0","203.222.201.93","172.160.2.94","21","6"
"1","172.160.2.134","172.160.2.200","110","17"
"0","192.168.1.181","203.222.201.227","22","6"
"0","172.160.2.205","192.168.1.39","80","6"
"0","172.160.2.60","192.168.1.180","21","6"
"1","192.168.1.166","203.222.201.110","25","6"
"0","203.222.201.225","192.168.1.52","25","6"
"1","172.160.2.71","172.160.2.217","53","17"
"0","192.168.1.240","172.160.2.102","21","6"
"0","203.222.201.201","192.168.1.99","25","6"
"0","172.160.2.186","203.222.201.65","23","6"
"1","172.160.2.242","172.160.2.154","22","6"
"0","203.222.201.224","172.160.2.193","110","17"
"0","192.168.1.208","172.160.2.16","25","6"
"1","203.222.201.93","203.222.201.2","110","17"
"0","192.168.1.221","172.160.2.158","53","17"
"1","203.222.201.117","203.222.201.147","53","17"
"0","172.160.2.252","192.168.1.97","110","17"
"1","203.222.201.236","203.222.201.57","110","17"
"1","192.168.1.42","203.222.201.54","25","6"
"0","203.222.201.135","192.168.1.184","110","17"
"0","192.168.1.171","203.222.201.34","23","6"
"0","203.222.201.138","172.160.2.50","22","6"
"0","172.160.2.65","192.168.1.235","22","6"
"1","172.160.2.128","172.160.2.170","110","17"
"0","192.168.1.125","172.160.2.65","110","17"
"1","192.168.1.36","192.168.1.120","21","6"
"0","203.222.201.83","192.168.1.240","22","6"
"1","172.160.2.17","172.160.2.219","53","17"
"0","192.168.1.94","172.160.2.88","53","17"
"0","203.222.201.248","172.160.2.132","23","6"
"0","203.222.201.235","192.168.1.111","110","17"
"0","172.160.2.182","203.222.201.126","25","6"
"0","172.160.2.71","192.168.1.51","21","6"
"0","203.222.201.114","172.160.2.106","80","6"
"1","203.222.201.39","203.222.201.120","53","17"
"0","203.222.201.205","192.168.1.108","53","17"
"1","203.222.201.16","203.222.201.46","110","17"
"0","192.168.1.46","172.160.2.174","53","17"
"0","172.160.2.167","192.168.1.204","21","6"
"1","203.222.201.70","203.222.201.211","22","6"
"1","172.160.2.175","192.168.1.70","23","6"
"0","172.160.2.86","203.222.201.69","110","17"
"1","172.160.2.20","172.160.2.109","25","6"
"0","172.160.2.145","203.222.201.120","110","17"
"1","192.168.1.114","203.222.201.53","21","6"
"0","172.160.2.243","192.168.1.143","21","6"
"0","192.168.1.145","203.222.201.149","22","6"
"1","203.222.201.110","203.222.201.224","21","6"
"1","192.168.1.25","192.168.1.83","25","6"
"1","203.222.201.86","203.222.201.246","25","6"
"0","203.222.201.188","192.168.1.212","53","17"
"1","192.168.1.254","192.168.1.66","25","6"
"0","192.168.1.9","172.160.2.32","22","6"
"1","192.168.1.104","192.168.1.189","80","6"
"0","172.160.2.102","192.168.1.147","22","6"
"0","203.222.201.109","192.168.1.162","53","17"
"0","172.160.2.85","203.222.201.221","22","6"
"0","203.222.201.176","172.160.2.225","22","6"
"1","203.222.201.78","203.222.201.131","110","17"
"0","172.160.2.221","203.222.201.9","23","6"
"1","203.222.201.140","203.222.201.211","80","6"
"0","203.222.201.173","192.168.1.65","21","6"
"0","172.160.2.114","203.222.201.232","110","17"
"1","172.160.2.144","172.160.2.122","23","6"
"0","172.160.2.140","203.222.201.123","23","6"
"1","192.168.1.77","192.168.1.21","110","17"
"0","172.160.2.114","203.222.201.211","23","6"
"0","192.168.1.228","172.160.2.197","23","6"
"1","203.222.201.222","203.222.201.7","22","6"
"1","192.168.1.31","203.222.201.143","21","6"
"0","172.160.2.12","203.222.201.73","80","6"
"0","203.222.201.227","192.168.1.74","21","6"
"0","192.168.1.131","203.222.201.33","110","17"
"0","172.160.2.229","192.168.1.73","25","6"
"0","172.160.2.117","192.168.1.78","80","6"
"0","203.222.201.231","192.168.1.222","22","6"
"1","192.168.1.209","192.168.1.12","25","6"
"0","172.160.2.73","192.168.1.106","80","6"
"0","192.168.1.101","172.160.2.34","21","6"
"1","172.160.2.35","172.160.2.181","110","17"
"0","172.160.2.232","203.222.201.66","25","6"
"0","192.168.1.208","203.222.201.230","80","6"
"0","192.168.1.230","172.160.2.110","80","6"
"0","172.160.2.184","203.222.201.48","25","6"
"0","203.222.201.94","172.160.2.78","22","6"
"1","192.168.1.120","203.222.201.123","25","6"
"0","192.168.1.19","172.160.2.94","53","17"
"0","203.222.201.104","192.168.1.68","80","6"
"1","203.222.201.117","203.222.201.177","80","6"
"0","172.160.2.216","192.168.1.238","22","6"
"0","192.168.1.204","172.160.2.94","25","6"
"0","203.222.201.2","172.160.2.88","80","6"
"1","172.160.2.59","172.160.2.122","22","6"
"0","172.160.2.58","192.168.1.56","25","6"
"1","192.168.1.202","203.222.201.129","21","6"
"1","172.160.2.84","172.160.2.201","21","6"
"1","203.222.201.9","203.222.201.1","22","6"
"1","172.160.2.140","172.160.2.210","25","6"
"1","192.168.1.131","192.168.1.164","21","6"
"0","192.168.1.190","172.160.2.20","110","17"
"1","172.160.2.77","172.160.2.78","53","17"
"0","172.160.2.126","192.168.1.115","21","6"
"0","172.160.2.34","192.168.1.55","53","17"
"1","203.222.201.56","203.222.201.132","80","6"
"0","203.222.201.161","172.160.2.190","22","6"
"0","203.222.201.194","192.168.1.99","110","17"
"1","172.160.2.79","172.160.2.154","23","6"
"1","203.222.201.119","203.222.201.249","21","6"
"0","203.222.201.118","192.168.1.246","110","17"
"0","172.160.2.119","192.168.1.145","25","6"
"1","192.168.1.238","192.168.1.212","80","6"
"0","203.222.201.27","192.168.1.240","110","17"
"0","192.168.1.136","172.160.2.14","22","6"
"0","192.168.1.132","172.160.2.242","22","6"
"0","172.160.2.107","203.222.201.38","53","17"
"1","203.222.201.234","203.222.201.86","23","6"
"0","192.168.1.95","172.160.2.207","25","6"
"0","172.160.2.167","192.168.1.249","110","17"
"1","172.160.2.234","172.160.2.252","80","6"
"1","192.168.1.194","192.168.1.91","80","6"
"1","192.168.1.157","203.222.201.26","25","6"
"0","192.168.1.37","172.160.2.147","21","6"
"1","192.168.1.253","192.168.1.98","22","6"
"1","172.160.2.241","172.160.2.233","53","17"
"1","192.168.1.182","203.222.201.167","21","6"
"0","203.222.201.251","172.160.2.128","25","6"
"0","172.160.2.198","192.168.1.120","80","6"
"0","192.168.1.249","203.222.201.216","80","6"
"1","192.168.1.44","192.168.1.89","22","6"
"0","172.160.2.209","203.222.201.153","21","6"
"1","203.222.201.66","203.222.201.227","110","17"
"0","172.160.2.49","192.168.1.124","110","17"
"1","203.222.201.134","203.222.201.66","22","6"
"1","172.160.2.232","172.160.2.68","80","6"
"0","192.168.1.165","172.160.2.100","23","6"
"1","192.168.1.67","192.168.1.140","25","6"
"0","172.160.2.133","203.222.201.94","25","6"
"1","172.160.2.46","172.160.2.123","80","6"
"1","192.168.1.52","203.222.201.100","21","6"
"0","192.168.1.126","172.160.2.207","25","6"
"1","203.222.201.184","203.222.201.197","22","6"
"0","192.168.1.64","172.160.2.6","22","6"
"0","192.168.1.146","203.222.201.48","23","6"
"0","203.222.201.96","192.168.1.232","22","6"
"1","172.160.2.245","172.160.2.139","110","17"
"0","192.168.1.122","172.160.2.192","80","6"
"1","172.160.2.116","172.160.2.79","22","6"
"1","192.168.1.17","192.168.1.33","21","6"
"1","172.160.2.175","172.160.2.66","80","6"
"1","192.168.1.16","192.168.1.214","23","6"
"0","203.222.201.4","192.168.1.214","23","6"
"0","172.160.2.159","203.222.201.181","53","17"
"1","203.222.201.88","203.222.201.112","21","6"
"0","192.168.1.164","203.222.201.126","23","6"
"0","172.160.2.127","203.222.201.134","22","6"
"0","172.160.2.116","203.222.201.3","110","17"
"1","203.222.201.180","203.222.201.167","23","6"
"1","203.222.201.143","203.222.201.62","80","6"
"1","172.160.2.60","172.160.2.6","80","6"
"0","192.168.1.104","172.160.2.2","21","6"
"1","172.160.2.71","172.160.2.118","110","17"
"0","203.222.201.184","172.160.2.176","80","6"
"1","172.160.2.204","172.160.2.226","21","6"
"1","172.160.2.192","172.160.2.127","53","17"
"0","192.168.1.121","203.222.201.202","53","17"
"1","203.222.201.142","203.222.201.43","21","6"
"1","172.160.2.94","172.160.2.69","21","6"
"1","192.168.1.179","192.168.1.33","53","17"
"1","172.160.2.211","172.160.2.211","23","6"
"1","203.222.201.87","203.222.201.1","110","17"
"0","172.160.2.135","203.222.201.20","23","6"
"0","203.222.201.28","192.168.1.254","80","6"
"0","203.222.201.51","172.160.2.89","110","17"
"0","192.168.1.105","203.222.201.104","23","6"
"1","192.168.1.38","192.168.1.142","80","6"
"1","203.222.201.30","203.222.201.42","23","6"
"1","192.168.1.214","192.168.1.235","80","6"
"0","172.160.2.115","192.168.1.69","80","6"
"0","203.222.201.148","192.168.1.220","21","6"
"1","192.168.1.154","192.168.1.6","21","6"
"0","172.160.2.223","203.222.201.101","110","17"
"1","192.168.1.247","203.222.201.156","25","6"
"0","172.160.2.189","203.222.201.129","23","6"
"0","192.168.1.160","172.160.2.114","110","17"
"0","192.168.1.150","172.160.2.43","22","6"
"0","192.168.1.164","172.160.2.28","25","6"
"0","203.222.201.40","172.160.2.13","21","6"
"1","192.168.1.113","192.168.1.199","80","6"
"1","172.160.2.185","172.160.2.82","25","6"
"0","172.160.2.31","203.222.201.105","80","6"
"1","172.160.2.149","172.160.2.93","23","6"
"1","172.160.2.53","172.160.2.93","21","6"
"0","192.168.1.192","203.222.201.64","80","6"
"0","192.168.1.155","203.222.201.186","22","6"
"0","203.222.201.96","172.160.2.38","23","6"
"1","172.160.2.244","172.160.2.231","22","6"
"1","172.160.2.82","172.160.2.46","80","6"
"1","172.160.2.54","172.160.2.184","110","17"
"1","192.168.1.115","192.168.1.52","80","6"
"0","203.222.201.49","192.168.1.226","25","6"
"1","172.160.2.251","172.160.2.69","23","6"
"0","172.160.2.32","192.168.1.36","25","6"
"0","172.160.2.150","203.222.201.84","23","6"
"1","192.168.1.26","192.168.1.32","53","17"
"0","172.160.2.101","203.222.201.57","22","6"
"0","203.222.201.29","172.160.2.33","110","17"
"1","203.222.201.189","203.222.201.6","53","17"
"0","172.160.2.5","203.222.201.97","110","17"
"1","192.168.1.166","192.168.1.236","25","6"
"0","172.160.2.142","203.222.201.200","21","6"
"0","192.168.1.77","172.160.2.37","110","17"
"0","172.160.2.251","203.222.201.93","110","17"
"1","172.160.2.216","172.160.2.21","22","6"
"1","192.168.1.29","192.168.1.90","80","6"
"0","203.222.201.139","172.160.2.171","110","17"
"0","203.222.201.196","172.160.2.210","21","6"
"0","172.160.2.98","203.222.201.139","22","6"
"1","172.160.2.252","192.168.1.181","23","6"
"1","203.222.201.64","203.222.201.169","80","6"
"0","192.168.1.29","172.160.2.129","21","6"
"0","203.222.201.197","192.168.1.157","22","6"
"0","172.160.2.34","192.168.1.62","22","6"
"0","203.222.201.126","192.168.1.76","22","6"
"1","192.168.1.14","192.168.1.76","22","6"
"1","172.160.2.219","172.160.2.1","110","17"
"0","172.160.2.218","203.222.201.30","22","6"
"0","172.160.2.4","192.168.1.70","21","6"
"0","203.222.201.222","192.168.1.8","22","6"
"0","192.168.1.153","172.160.2.25","25","6"
"1","203.222.201.116","203.222.201.165","23","6"
"0","192.168.1.188","172.160.2.116","22","6"
"0","203.222.201.251","172.160.2.217","22","6"
"0","172.160.2.99","203.222.201.234","110","17"
"1","172.160.2.23","172.160.2.74","53","17"
"1","203.222.201.136","203.222.201.239","22","6"
"1","172.160.2.40","172.160.2.168","80","6"
"0","192.168.1.120","203.222.201.203","80","6"
"0","172.160.2.20","203.222.201.110","53","17"
"0","172.160.2.53","192.168.1.74","22","6"
"0","203.222.201.62","192.168.1.223","53","17"
"0","203.222.201.172","172.160.2.119","21","6"
"1","192.168.1.151","203.222.201.43","21","6"
"0","192.168.1.84","172.160.2.165","53","17"
"1","203.222.201.5","203.222.201.118","80","6"
"1","203.222.201.179","203.222.201.137","22","6"
"1","203.222.201.56","203.222.201.118","80","6"
"0","192.168.1.138","172.160.2.1","53","17"
"0","172.160.2.173","192.168.1.220","110","17"
"1","172.160.2.74","172.160.2.180","53","17"
"0","203.222.201.201","172.160.2.125","110","17"
"1","203.222.201.16","172.160.2.1","53","17"
"1","192.168.1.212","192.168.1.117","22","6"
"1","192.168.1.114","192.168.1.6","53","17"
"1","192.168.1.91","203.222.201.242","25","6"
"0","203.222.201.184","172.160.2.71","25","6"
"0","203.222.201.178","192.168.1.191","22","6"
"1","203.222.201.237","203.222.201.222","21","6"
"0","203.222.201.201","192.168.1.41","25","6"
"0","172.160.2.200","203.222.201.73","23","6"
"0","172.160.2.171","192.168.1.55","80","6"
"0","203.222.201.148","192.168.1.136","80","6"
"0","192.168.1.199","172.160.2.70","80","6"
"1","203.222.201.47","203.222.201.234","53","17"
"0","192.168.1.224","172.160.2.60","21","6"
"0","203.222.201.7","192.168.1.12","80","6"
"0","192.168.1.73","203.222.201.133","22","6"
"1","203.222.201.117","203.222.201.109","21","6"
"1","203.222.201.179","172.160.2.141","53","17"
"1","203.222.201.58","203.222.201.99","23","6"
"1","203.222.201.98","203.222.201.127","80","6"
"1","192.168.1.129","192.168.1.8","21","6"
"0","192.168.1.75","203.222.201.70","110","17"
"0","172.160.2.34","203.222.201.61","110","17"
"0","203.222.201.225","192.168.1.89","110","17"
"1","203.222.201.224","203.222.201.247","22","6"
"1","192.168.1.42","203.222.201.183","21","6"
"1","203.222.201.203","203.222.201.9","21","6"
"1","203.222.201.13","203.222.201.214","21","6"
"1","192.168.1.8","203.222.201.162","21","6"
"0","172.160.2.212","192.168.1.110","53","17"
"1","192.168.1.164","192.168.1.139","53","17"
"1","192.168.1.113","192.168.1.104","110","17"
"1","192.168.1.243","192.168.1.189","110","17"
"1","172.160.2.207","172.160.2.68","21","6"
"0","203.222.201.236","192.168.1.148","110","17"
"0","203.222.201.208","172.160.2.180","22","6"
"1","172.160.2.99","172.160.2.130","22","6"
"0","172.160.2.88","203.222.201.186","53","17"
"1","203.222.201.189","172.160.2.247","53","17"
"0","192.168.1.213","172.160.2.24","110","17"
"1","203.222.201.7","172.160.2.40","53","17"
"0","203.222.201.81","192.168.1.205","80","6"
"0","172.160.2.23","192.168.1.179","25","6"
"1","203.222.201.146","203.222.201.233","80","6"
"1","172.160.2.251","172.160.2.125","23","6"
"1","172.160.2.231","172.160.2.144","80","6"
"1","192.168.1.205","192.168.1.113","25","6"
"0","192.168.1.195","172.160.2.109","53","17"
"1","172.160.2.229","172.160.2.23","23","6"
"1","192.168.1.150","192.168.1.250","22","6"
"1","172.160.2.242","172.160.2.80","110","17"
"0","203.222.201.1","192.168.1.226","110","17"
"0","172.160.2.230","192.168.1.99","110","17"
"1","172.160.2.221","172.160.2.10","23","6"
"0","192.168.1.249","203.222.201.126","80","6"
"0","203.222.201.10","192.168.1.253","23","6"
"1","203.222.201.16","203.222.201.111","22","6"
"0","203.222.201.122","172.160.2.187","110","17"
"0","203.222.201.125","172.160.2.246","25","6"
"1","203.222.201.34","172.160.2.195","53","17"
"0","172.160.2.23","203.222.201.85","21","6"
"1","203.222.201.80","203.222.201.25","80","6"
"0","203.222.201.148","192.168.1.74","53","17"
"1","172.160.2.20","172.160.2.135","23","6"
"1","172.160.2.64","172.160.2.105","110","17"
"0","203.222.201.17","192.168.1.235","21","6"
"0","203.222.201.239","192.168.1.243","21","6"
"0","192.168.1.44","172.160.2.74","22","6"
"0","192.168.1.210","172.160.2.242","25","6"
"1","172.160.2.169","172.160.2.102","21","6"
"0","172.160.2.50","192.168.1.171","110","17"
"0","192.168.1.116","172.160.2.136","110","17"
"0","203.222.201.127","172.160.2.77","80","6"
"0","203.222.201.151","172.160.2.9","25","6"
"0","172.160.2.48","203.222.201.207","53","17"
"1","203.222.201.41","203.222.201.135","21","6"
"1","203.222.201.12","203.222.201.145","25","6"
"0","172.160.2.156","192.168.1.172","110","17"
"0","172.160.2.171","203.222.201.177","25","6"
"1","192.168.1.127","192.168.1.63","110","17"
"1","192.168.1.195","192.168.1.51","53","17"
"0","172.160.2.12","203.222.201.1","22","6"
"0","172.160.2.171","203.222.201.73","22","6"
"0","192.168.1.240","203.222.201.29","110","17"
"0","172.160.2.28","203.222.201.1","80","6"
"0","172.160.2.92","203.222.201.119","80","6"
"1","192.168.1.228","203.222.201.97","25","6"
"0","203.222.201.204","192.168.1.143","22","6"
"0","203.222.201.160","192.168.1.174","22","6"
"0","172.160.2.113","192.168.1.115","110","17"
"0","192.168.1.41","172.160.2.233","23","6"
"1","203.222.201.9","203.222.201.218","22","6"
"1","203.222.201.138","203.222.201.254","25","6"
"1","203.222.201.231","203.222.201.31","21","6"
"1","172.160.2.9","172.160.2.216","110","17"
"0","172.160.2.168","203.222.201.177","21","6"
"0","192.168.1.15","172.160.2.206","22","6"
"1","203.222.201.243","172.160.2.42","53","17"
"0","172.160.2.193","203.222.201.194","21","6"
"0","203.222.201.81","172.160.2.66","25","6"
"0","172.160.2.117","192.168.1.86","21","6"
"1","172.160.2.39","172.160.2.147","110","17"
"0","192.168.1.194","172.160.2.85","25","6"
"1","203.222.201.159","203.222.201.93","110","17"
"0","192.168.1.14","172.160.2.144","110","17"
"0","192.168.1.26","203.222.201.156","22","6"
"0","192.168.1.102","172.160.2.26","22","6"
"1","172.160.2.198","172.160.2.243","110","17"
